,Role,Date,Seniority,Salary,Company
7557,.NET,2018-03-27,5,14000,דטומייט
7558,.NET,2018-03-27,6,25000,נייס
7559,DevOps,2018-03-27,2,17000,אמדוקס
7560,Python Programmer,2018-03-27,3,29000,יובימו
7561,Software Engineer,2018-03-27,2,20000,SQLink
7562,Software Engineer,2018-03-27,8,50000,מוטורס ג'נרל
7563,Linux,2018-03-27,1,8000,טכנולוגיות תופין
7564,Software Student,2018-03-27,1,4500,המיסים רשות
7565,Software Student,2018-03-27,0,4000,אינטל
7566,Software Engineer,2018-03-26,6,30000,Ebs
7567,PHP,2018-03-26,6,18000,סרגטה
7568,Software Student,2018-03-26,0,5440,מארוול
7569,Web Programmer,2018-03-26,4,26000,פלייבז
7570,.NET,2018-03-26,0,25000,מיקרוסופט
7571,Java Programmer,2018-03-26,6,33000,ורינט
7572,Team Leader,2018-03-26,2,25000,"צה""ל"
7573,Web Programmer,2018-03-25,2,13000,פירסט יוזר
7574,Python Programmer,2018-03-25,2,25000,visualDNA
7575,DevOps,2018-03-25,2,22000,סיסקו
7576,DevOps,2018-03-25,5,25000,גליספה
7577,DevOps,2018-03-25,4,27000,האט רד
7578,Java Programmer,2018-03-25,3,19500,PTC
7579,Python Programmer,2018-03-25,0,7000,SQLink
7580,C# Programmer,2018-03-25,4,20000,ובקרה אוטומציה קונטאל
7581,C# Programmer,2018-03-25,4,15000,אינטל
7582,Sysadmin Windows,2018-03-25,3,10000,בריאות שירותי לאומית
7583,Web Programmer,2018-03-25,1,20000,סאפ
7584,C Programmer,2018-03-25,9,29000,ולנס
7585,PHP,2018-03-25,5,27000,אי גלובל
7586,Software Engineer,2018-03-25,3,7000,סופטוויר גליל
7587,C# Programmer,2018-03-22,0,15000,אלגומיזר
7588,Software Engineer,2018-03-21,3,21000,אינטל
7589,Python Programmer,2018-03-21,1,18000,אינטל
7590,Web Programmer,2018-03-21,0,5500,גלובל מטריקס
7591,Sysadmin Windows,2018-03-21,11,18500,זרטו
7592,Software Engineer,2018-03-21,10,28000,יבמ
7593,Software Engineer,2018-03-21,0,14000,נטוורקס סרגון
7594,Cyber Security,2018-03-21,2,14000,סיטאדל
7595,C# Programmer,2018-03-21,2,14000,סופטוויר גליל
7596,Cyber Security,2018-03-21,4,9500,אורדר סימפל
7597,DevOps,2018-03-20,2,15000,סמנג'
7598,Database Administrator,2018-03-20,10,30000,קנשו
7599,Java Programmer,2018-03-20,5,30000,גוגל
7600,C# Programmer,2018-03-20,0,9000,אומניטלקום
7601,C# Programmer,2018-03-20,10,25000,נס
7602,Software Student,2018-03-20,0,5300,אינטל
7603,C Programmer,2018-03-20,10,32000,אופטיקה תעשיות שמיר
7604,Software Engineer,2018-03-20,4,20000,סיסטמס מדיקל פיליפס
7605,C Programmer,2018-03-19,1,5100,סינטקמדיה
7606,Algorithms Developer,2018-03-19,11,20000,אווירית תעשייה
7607,Web Programmer,2018-03-19,4,9500,דיגיטל ווייב
7608,Web Programmer,2018-03-19,5,15000,תדיעד
7609,DevOps,2018-03-19,2,18000,mts
7610,Software Engineer,2018-03-19,7,32000,אלגוטק
7611,Software Engineer,2018-03-19,4,20000,אינטל
7612,Software Student,2018-03-18,1,8500,Ebs
7613,Software Student,2018-03-18,0,6000,אינטל
7614,Software Engineer,2018-03-18,5,24000,דיפ-טק
7615,Database Administrator,2018-03-18,5,24200,אמדוקס
7616,.NET,2018-03-18,1,23000,נייס
7617,Software Engineer,2018-03-18,8,29000,Ebs
7618,Team Leader,2018-03-18,11,30000,ורינט
7619,Sysadmin Windows,2018-03-18,5,16000,טבע
7620,Team Leader,2018-03-18,11,40000,מקאפי
7621,Team Leader,2018-03-18,11,37000,טויגה
7622,Java Programmer,2018-03-18,10,32000,איביי
7623,Java Programmer,2018-03-18,11,20000,אמדוקס
7624,Software Engineer,2018-03-18,3,20000,אמדוקס
7625,Software Engineer,2018-03-18,11,29000,אינדיגו HP
7626,Software Engineer,2018-03-18,7,28000,scitex hp
7627,C Programmer,2018-03-18,11,26000,ECI
7628,C Programmer,2018-03-18,10,24000,ECI
7629,Web Programmer,2018-03-15,11,30000,אמובי
7630,Software Engineer,2018-03-15,4,23000,מיקרופוקוס
7631,Team Leader,2018-03-15,5,18500,תדיעד
7632,Java Programmer,2018-03-15,4,20000,ספיאנס
7633,Software Engineer,2018-03-15,11,20000,לאומי בנק
7634,Mobile Programmer,2018-03-15,0,12000,סופט אנג'י
7635,Software Student,2018-03-15,0,7000,אינוביד
7636,Software Engineer,2018-03-15,5,20000,ישיר ביטוח
7637,Web Programmer,2018-03-15,1,11000,וואן ג'י אמ או
7638,Java Programmer,2018-03-14,11,31000,HPE מרקורי
7639,C Programmer,2018-03-14,3,16000,סינטקמדיה
7640,Software Engineer,2018-03-14,5,24000,מערכות אלביט
7641,Database Administrator,2018-03-14,3,5400,"צה""ל"
7642,.NET,2018-03-14,3,23000,ורוניס
7643,C# Programmer,2018-03-14,5,20000,סופט י.מ.ד.
7644,C# Programmer,2018-03-14,0,6000,מחשבים אמן
7645,Python Programmer,2018-03-14,6,29000,אינטרוויז
7646,C Programmer,2018-03-14,2,20000,דל
7647,C Programmer,2018-03-14,5,20000,אורפק
7648,Web Programmer,2018-03-14,6,28000,דוולור
7649,Database Administrator,2018-03-13,5,15000,ספירל
7650,Team Leader,2018-03-13,0,10000,התעופה שדות רשות
7651,Java Programmer,2018-03-13,3,12000,"צה""ל"
7652,C Programmer,2018-03-13,0,5000,ורפיקיישן ריצ'יפ
7653,C# Programmer,2018-03-12,0,12000,קארד לאומי
7654,C# Programmer,2018-03-12,0,10000,CWT
7655,Web Programmer,2018-03-12,0,10000,הדרכה ברייס ג'ון
7656,Java Programmer,2018-03-12,6,26000,קיבו
7657,Web Programmer,2018-03-09,2,21000,צ'קפוינט
7658,Software Engineer,2018-03-09,10,24000,הפועלים בנק
7659,.NET,2018-03-09,4,14000,ESI
7660,C Programmer,2018-03-09,2,23000,מיקרוסופט
7661,Cyber Security,2018-03-09,0,7500,יבמ
7662,Java Programmer,2018-03-09,4,24000,קליקטייל
7663,Java Programmer,2018-03-07,0,11000,אמדוקס
7664,.NET,2018-03-07,2,16000,TGS
7665,Team Leader,2018-03-07,3,14500,איי.אי.ג׳י
7666,Web Programmer,2018-03-07,5,34000,סאפ
7667,Web Programmer,2018-03-07,6,30000,Wix
7668,C# Programmer,2018-03-07,4,18000,אינטל
7669,Mobile Programmer,2018-03-07,3,15000,גלובלביט
7670,C# Programmer,2018-03-07,3,16000,לידרז
7671,Web Programmer,2018-03-07,5,30000,פלייטק
7672,DevOps,2018-03-07,3,22000,HPE מרקורי
7673,Software Engineer,2018-03-07,11,28000,אומניסיס
7674,Python Programmer,2018-03-07,3,28000,"צה""ל"
7675,Mobile Programmer,2018-03-06,2,14000,קומסק
7676,C Programmer,2018-03-06,0,5000,גלובל מטריקס
7677,DevOps,2018-03-06,4,20000,אימפרבה
7678,Team Leader,2018-03-06,9,8500,לביטוח סוכנות מדנס
7679,Team Leader,2018-03-06,7,24000,מלם-תים
7680,Team Leader,2018-03-06,6,18000,הפניקס
7681,C Programmer,2018-03-06,9,21000,צ'קפוינט
7682,Software Engineer,2018-03-06,3,24000,אמדוקס
7683,C# Programmer,2018-03-06,4,30000,קומברס
7684,Software Engineer,2018-03-06,2,16500,מערכות אלביט
7685,Software Engineer,2018-03-06,11,25000,אווירית תעשייה
7686,Web Programmer,2018-03-06,5,24000,אמדוקס
7687,Web Programmer,2018-03-06,0,7500,סופטוויר גליל
7688,C# Programmer,2018-03-06,6,20000,ספורטס אל
7689,Sysadmin Windows,2018-03-06,2,10000,צ'קפוינט
7690,Team Leader,2018-03-05,4,24500,אמדוקס
7691,Software Engineer,2018-03-05,4,25000,מאסטררו בי די
7692,Software Engineer,2018-03-05,4,24000,אינטל
7693,Cyber Security,2018-03-05,11,23000,פרימיום פמי
7694,C# Programmer,2018-03-05,2,12000,סקופ דטא
7695,C# Programmer,2018-03-05,4,12000,קרדיפי
7696,Java Programmer,2018-03-05,2,19000,סאפיאנס
7697,Web Programmer,2018-03-04,0,17000,צ'קפוינט
7698,Software Engineer,2018-03-04,0,14000,קורפוטוניקס
7699,C Programmer,2018-03-04,2,27000,אינטל
7700,Team Leader,2018-03-04,10,21000,אמדוקס
7701,Software Engineer,2018-03-04,10,34000,יבמ
7702,Java Programmer,2018-03-04,8,22500,אמדוקס
7703,DevOps,2018-03-04,1,13800,SQLink
7704,Mobile Programmer,2018-03-04,2,10000,אמדוקס
7705,C Programmer,2018-03-01,5,25000,אמדוקס
7706,DevOps,2018-03-01,6,20500,מאך סטארהום
7707,Mobile Programmer,2018-03-01,2,12000,מטריקס
7708,Java Programmer,2018-03-01,5,26500,מיקרוסופט
7709,Java Programmer,2018-03-01,8,40000,רשתות F5
7710,Database Administrator,2018-03-01,4,20000,הוט
7711,Web Programmer,2018-03-01,4,32000,קלרנה
7712,Team Leader,2018-03-01,6,17500,טלרד
7713,Java Programmer,2018-02-28,3,10000,מטריקס
7714,Software Student,2018-02-28,0,7200,גוגל
7715,Java Programmer,2018-02-28,3,27000,אאוטבריין
7716,Web Programmer,2018-02-28,0,12000,קומפאי
7717,Web Programmer,2018-02-28,3,18000,eWave
7718,Mobile Programmer,2018-02-28,8,24000,טולונה
7719,Mobile Programmer,2018-02-28,5,30000,רפ ננו
7720,DevOps,2018-02-28,5,20000,אמדוקס
7721,Software Engineer,2018-02-27,11,20000,אמדוקס
7722,Web Programmer,2018-02-27,3,25000,לברייט
7723,Software Engineer,2018-02-27,3,23000,אן.סי.אר
7724,Mobile Programmer,2018-02-27,1,7300,ונדטרוניקס
7725,DevOps,2018-02-27,5,30000,אימפרבה
7726,.NET,2018-02-27,3,13000,האוצר משרד
7727,Team Leader,2018-02-27,5,23000,אריקסון מקאן
7728,Cyber Security,2018-02-27,2,12000,יס
7729,.NET,2018-02-27,2,7500,סינטקמדיה
7730,Sysadmin Windows,2018-02-26,2,7000,הביטחון משרד
7731,Java Programmer,2018-02-26,0,17000,צ'קפוינט
7732,.NET,2018-02-26,1,12000,פרטנר
7733,C# Programmer,2018-02-26,11,32000,ג'ייב
7734,C Programmer,2018-02-26,2,20000,פיראפ
7735,Software Engineer,2018-02-26,10,30000,מארוול
7736,DevOps,2018-02-26,0,10000,סי.אס גליל
7737,C# Programmer,2018-02-26,0,10000,מחשבים אמן
7738,Software Engineer,2018-02-25,3,16000,פרוז'קטס פאזל
7739,Python Programmer,2018-02-25,3,27000,מטיריאלס אפלייד
7740,Web Programmer,2018-02-25,0,14500,פרטנר
7741,Java Programmer,2018-02-25,6,20000,סאפ
7742,Java Programmer,2018-02-25,2,13000,ספיאנס
7743,Java Programmer,2018-02-25,0,20000,צ'קפוינט
7744,Sysadmin Windows,2018-02-25,3,18000,ורינט
7745,Web Programmer,2018-02-25,11,17000,חייקין סומך
7746,Mobile Programmer,2018-02-25,4,23000,בים לייף
7747,Web Programmer,2018-02-25,4,25000,Wix
7748,Team Leader,2018-02-25,3,8200,גרופ שטראוס
7749,C# Programmer,2018-02-25,3,30000,אמדוקס
7750,C# Programmer,2018-02-25,1,4500,דעת
7751,C# Programmer,2018-02-25,0,10000,אינפינטי
7752,Software Student,2018-02-25,0,6000,מלאנוקס
7753,DevOps,2018-02-25,10,33000,אינטלג'נס נטורל
7754,Software Engineer,2018-02-22,0,13000,צ'קפוינט
7755,Software Engineer,2018-02-22,10,25000,טורנדו מובייל
7756,Software Engineer,2018-02-22,5,12000,אמדוקס
7757,Team Leader,2018-02-21,2,7000,אמ פי סי
7758,Software Engineer,2018-02-21,2,9000,טכנולוגיות טייד
7759,Web Programmer,2018-02-21,1,18000,סאפ
7760,C Programmer,2018-02-21,11,14500,רפאל
7761,C# Programmer,2018-02-21,5,30000,מיקרוסופט
7762,Cyber Security,2018-02-21,0,9000,טובה עסקה
7763,Cyber Security,2018-02-21,3,18000,יאנג אנד ארנסט
7764,Java Programmer,2018-02-21,3,9500,גלובל מטריקס
7765,Algorithms Developer,2018-02-20,10,22000,סיסקו
7766,Algorithms Developer,2018-02-20,3,22000,דיגיטל האלו
7767,C# Programmer,2018-02-20,4,22500,מלם-תים
7768,PHP,2018-02-20,2,16000,טורביין דיגיטל
7769,Team Leader,2018-02-20,11,34000,ECI
7770,Web Programmer,2018-02-20,3,8000,לינווייט
7771,Team Leader,2018-02-20,6,24000,ורוניס
7772,C# Programmer,2018-02-20,0,6000,קלורן
7773,C Programmer,2018-02-20,2,23700,אינטל
7774,.NET,2018-02-20,5,16000,מחשבים אמן
7775,DevOps,2018-02-20,0,9000,מיקרוסופט
7776,Software Student,2018-02-19,0,7000,טליט
7777,.NET,2018-02-19,8,16500,ישראל משטרת
7778,Mobile Programmer,2018-02-19,1,10500,היפוטק
7779,Python Programmer,2018-02-19,4,33000,סנטינלוואן
7780,C Programmer,2018-02-19,5,22500,רדווין
7781,Web Programmer,2018-02-19,3,11000,"צה""ל"
7782,Software Engineer,2018-02-19,6,30000,אמדוקס
7783,Java Programmer,2018-02-18,2,22000,סנדיסק
7784,Software Engineer,2018-02-18,11,29500,מערכות אלביט
7785,Web Programmer,2018-02-18,1,11000,וואן1
7786,Java Programmer,2018-02-18,3,21000,לידספייס
7787,Web Programmer,2018-02-18,0,15000,טאבולה
7788,Java Programmer,2018-02-18,5,28000,טראיאנה
7789,Java Programmer,2018-02-18,8,15000,הלאומית הספרייה
7790,Cyber Security,2018-02-18,2,5000,אינטנסיטי
7791,Cyber Security,2018-02-18,10,35000,סייברזן
7792,C Programmer,2018-02-18,2,25000,אינטל
7793,Cyber Security,2018-02-18,0,3000,אינטל
7794,Java Programmer,2018-02-15,3,21000,מטריקס
7795,C# Programmer,2018-02-15,0,6000,אינטל
7796,Database Administrator,2018-02-15,7,20000,מטריקס
7797,DevOps,2018-02-15,2,24000,לייבפרסון
7798,DevOps,2018-02-15,5,30000,ורינט
7799,Algorithms Developer,2018-02-15,4,25000,קונטרופ
7800,Team Leader,2018-02-15,2,9000,הביטחון משרד
7801,.NET,2018-02-15,5,15000,מטריקס
7802,Software Engineer,2018-02-15,4,20000,מיקרוסופט
7803,C Programmer,2018-02-15,3,20000,מטריקס
7804,C Programmer,2018-02-15,6,17000,אף.טי.אס.
7805,Web Programmer,2018-02-15,7,26000,נס
7806,Software Student,2018-02-15,0,6000,נייס
7807,Team Leader,2018-02-15,4,28000,צ'קפוינט
7808,.NET,2018-02-15,3,15500,מטריקס
7809,Software Engineer,2018-02-15,11,31000,קומיוניקיישנס אימג'יון
7810,Team Leader,2018-02-15,2,9500,אשטרום
7811,Cyber Security,2018-02-14,4,30000,מיקרוסופט
7812,Sysadmin Windows,2018-02-14,2,14000,און לוג
7813,DevOps,2018-02-14,0,18000,מגאינק
7814,C Programmer,2018-02-14,11,26000,פריסקייל
7815,Cyber Security,2018-02-14,3,6000,מטריקס
7816,C# Programmer,2018-02-14,9,17000,רד
7817,Linux,2018-02-13,10,8000,Wix
7818,C# Programmer,2018-02-13,3,17500,צ'קפוינט
7819,C Programmer,2018-02-13,0,14000,סינטקמדיה
7820,C Programmer,2018-02-13,0,16500,ספיאנס
7821,Web Programmer,2018-02-13,1,12000,סופט אנג'י
7822,Web Programmer,2018-02-12,0,9000,דוולור
7823,Software Engineer,2018-02-12,3,20000,טרייספאן
7824,Software Engineer,2018-02-12,1,13000,החשמל חברת
7825,Software Engineer,2018-02-12,5,19000,טל אי.סי.
7826,Software Engineer,2018-02-12,5,20000,טרייספאן
7827,Software Engineer,2018-02-12,10,28900,מארוול
7828,Sysadmin Windows,2018-02-12,5,19000,"בע""מ ומערכות תוכנה יעל"
7829,C Programmer,2018-02-12,0,12000,קומפיולייט
7830,DevOps,2018-02-12,10,28000,אינטל
7831,C# Programmer,2018-02-12,11,30000,מוטורולה
7832,.NET,2018-02-12,0,15000,מיקרוסופט
7833,Algorithms Developer,2018-02-12,6,34000,מלאנוקס
7834,Java Programmer,2018-02-12,3,16000,אמדוקס
7835,Software Engineer,2018-02-10,10,23500,סייברג'ים
7836,Team Leader,2018-02-10,2,15000,קופליינט אבר
7837,C Programmer,2018-02-10,2,22000,טסקום
7838,Team Leader,2018-02-10,6,10000,ישקר
7839,Web Programmer,2018-02-10,0,10000,אמדוקס
7840,Web Programmer,2018-02-10,5,13000,מידע טכנולוגיות ידיעות
7841,Software Engineer,2018-02-10,2,22000,נטוורקס וסונה
7842,Mobile Programmer,2018-02-10,5,25000,אי.אמ.סי דל
7843,Software Student,2018-02-10,0,6000,מערכות בגירה
7844,Software Student,2018-02-10,0,4300,וורקשופ ג'י אן
7845,C# Programmer,2018-02-10,5,14000,זמין ממשל
7846,Software Engineer,2018-02-10,0,7800,"צה""ל"
7847,Software Student,2018-02-10,0,17000,אינטל
7848,Team Leader,2018-02-09,9,30000,פיוניר
7849,Team Leader,2018-02-09,10,30000,רפאל
7850,Team Leader,2018-02-09,7,18000,ויצמן מכון
7851,Sysadmin Windows,2018-02-09,0,10200,אינקרדיבילד
7852,Cyber Security,2018-02-09,1,12000,הפועלים בנק
7853,C Programmer,2018-02-09,2,21000,דיינמיקס איליון
7854,Algorithms Developer,2018-02-09,5,30000,ריסקיפייד
7855,Cyber Security,2018-02-09,5,12000,"צה""ל"
7856,C Programmer,2018-02-09,0,10000,אינטל
7857,Team Leader,2018-02-08,11,16000,אווירית תעשייה
7858,Cyber Security,2018-02-08,4,15000,קומסק
7859,C# Programmer,2018-02-08,4,18000,OREV
7860,C# Programmer,2018-02-08,1,17000,צ'קפוינט
7861,C Programmer,2018-02-07,4,30000,אפל
7862,Web Programmer,2018-02-07,1,12000,אל.בי.די
7863,Java Programmer,2018-02-07,3,21800,HPE מרקורי
7864,DevOps,2018-02-07,5,18500,אינטל
7865,Sysadmin Windows,2018-02-07,10,12000,מערכות אלגומה
7866,Cyber Security,2018-02-07,11,18000,קארד לאומי
7867,Team Leader,2018-02-07,4,30000,HPE מרקורי
7868,Software Engineer,2018-02-07,6,36000,Wix
7869,C# Programmer,2018-02-07,3,17000,נייאקס
7870,Software Engineer,2018-02-07,0,22000,אי.אמ.סי דל
7871,Software Engineer,2018-02-07,7,30000,קואלקום
7872,Software Engineer,2018-02-07,8,27000,סיסטמס מדיקל פיליפס
7873,Software Student,2018-02-07,0,4500,"שע""ם - ממוכנים עיבודים שירות"
7874,Software Engineer,2018-02-05,10,27000,אלגוטק
7875,Software Engineer,2018-02-05,9,30000,GetTaxi
7876,Python Programmer,2018-02-05,0,18000,אמדוקס
7877,Java Programmer,2018-02-05,2,12000,תקשוב
7878,Java Programmer,2018-02-05,1,20000,אמדוקס
7879,.NET,2018-02-05,5,28000,נטפורמיקס
7880,Database Administrator,2018-02-05,6,22000,והפצה למכירות המרכזית החברה
7881,C Programmer,2018-02-05,1,17000,מטיריאלס אפלייד
7882,DevOps,2018-02-05,3,23000,דואיטוויז
7883,Mobile Programmer,2018-02-05,2,12000,מטריקס
7884,Mobile Programmer,2018-02-05,2,11000,גלובל מטריקס
7885,Sysadmin Windows,2018-02-05,4,8000,אמתוס
7886,Cyber Security,2018-02-05,1,12920,ישראל QAS
7887,C# Programmer,2018-02-05,1,8500,מערכות אלביט
7888,C# Programmer,2018-02-05,5,20000,לוג'יקס לוסיד
7889,Algorithms Developer,2018-02-05,3,24900,גוגל
7890,C# Programmer,2018-02-01,3,15000,צ'קפוינט
7891,PHP,2018-02-01,1,8000,כותבים
7892,Software Engineer,2018-02-01,7,35000,רשתות F5
7893,C# Programmer,2018-02-01,5,22000,פלאפון
7894,Team Leader,2018-02-01,8,26000,קרדו
7895,Software Engineer,2018-02-01,5,24700,אי.אמ.סי דל
7896,C# Programmer,2018-02-01,0,8500,מטריקס
7897,Java Programmer,2018-02-01,10,30000,Technologies CA
7898,Software Engineer,2018-02-01,11,30000,מערכות אלביט
7899,Web Programmer,2018-02-01,1,13000,CodeValue
7900,Software Engineer,2018-02-01,11,27000,ECI
7901,Java Programmer,2018-02-01,2,21000,מחשבים אמן
7902,Software Student,2018-02-01,0,6000,נייס
7903,Software Engineer,2018-02-01,6,30000,אלווריון
7904,Software Student,2018-02-01,1,6000,סיסטמס מדיקל פיליפס
7905,Software Engineer,2018-01-31,0,24000,מיקרוסופט
7906,Java Programmer,2018-01-31,5,14400,טריבייס
7907,C# Programmer,2018-01-31,3,9200,סינטקמדיה
7908,C# Programmer,2018-01-31,1,9500,סלע
7909,Mobile Programmer,2018-01-31,5,21500,פלייטק
7910,Sysadmin Windows,2018-01-31,1,8000,pmc
7911,Software Engineer,2018-01-31,0,10000,אינפינטי
7912,Team Leader,2018-01-31,5,18000,טבע
7913,Team Leader,2018-01-31,6,16000,אי גלובל
7914,DevOps,2018-01-31,11,25000,ECI
7915,.NET,2018-01-30,5,23000,קוויקוד
7916,C Programmer,2018-01-30,2,6900,סינטקמדיה
7917,.NET,2018-01-30,0,10000,רילמץ'
7918,.NET,2018-01-30,3,14000,סלע
7919,Software Engineer,2018-01-30,11,25000,מערכות אלביט
7920,Software Engineer,2018-01-30,1,20000,אימפרבה
7921,Web Programmer,2018-01-30,1,8000,קודאו
7922,Team Leader,2018-01-29,5,29000,ורינט
7923,Software Student,2018-01-29,0,6300,אינטל
7924,Team Leader,2018-01-29,4,24000,נייס
7925,C Programmer,2018-01-29,10,18000,ממוחשבים בקרים רותם
7926,DevOps,2018-01-29,3,14000,מלם-תים
7927,Web Programmer,2018-01-29,6,26000,HPE מרקורי
7928,Java Programmer,2018-01-28,7,31000,רדוור
7929,C Programmer,2018-01-28,0,15000,TandemG
7930,Java Programmer,2018-01-28,4,17000,אמדוקס
7931,C Programmer,2018-01-28,10,21000,אף.טי.אס.
7932,Software Engineer,2018-01-28,5,20000,אורבוטק
7933,Software Engineer,2018-01-28,3,18000,אינבייזיקס
7934,Cyber Security,2018-01-28,3,15000,"צה""ל"
7935,Software Engineer,2018-01-28,0,12000,אמדוקס
7936,Mobile Programmer,2018-01-28,3,18000,אואזיס קוד
7937,C Programmer,2018-01-28,5,13000,סינטקמדיה
7938,Web Programmer,2018-01-28,0,7000,הירולו
7939,DevOps,2018-01-28,3,30000,נטוורקס אלטו פאלו
7940,C# Programmer,2018-01-28,5,30000,טרדאר
7941,Mobile Programmer,2018-01-28,2,15000,אייטם אקשן
7942,Web Programmer,2018-01-28,0,8000,קומפאי
7943,Web Programmer,2018-01-28,3,15000,"בע""מ לדלק חברה - טן"
7944,Team Leader,2018-01-25,10,30000,טכנולוגיות פורייה
7945,Team Leader,2018-01-25,4,12500,גרופ שטראוס
7946,Java Programmer,2018-01-25,0,17000,אמדוקס
7947,Java Programmer,2018-01-25,2,5100,מטריקס
7948,Team Leader,2018-01-25,2,7500,פלקס
7949,Database Administrator,2018-01-25,10,28000,אקטימייז נייס
7950,Java Programmer,2018-01-25,0,21000,מיקרופוקוס
7951,Python Programmer,2018-01-24,5,22000,אמדוקס
7952,Java Programmer,2018-01-24,2,16000,נאו סרויס
7953,Sysadmin Windows,2018-01-24,5,16500,עדן מי
7954,Software Engineer,2018-01-24,7,37000,אינטל
7955,Cyber Security,2018-01-24,1,12000,והפצה למכירות המרכזית החברה
7956,Sysadmin Windows,2018-01-24,5,20000,ורינט
7957,Team Leader,2018-01-24,7,25000,רדוור
7958,Database Administrator,2018-01-24,0,10000,אמדוקס
7959,Sysadmin Windows,2018-01-24,8,21000,לבס סק היי
7960,Web Programmer,2018-01-23,5,34000,דיינמיקס איליון
7961,C# Programmer,2018-01-23,11,27000,נייס
7962,Sysadmin Windows,2018-01-23,3,15000,טכנולוגיות סי אקס די
7963,Software Engineer,2018-01-23,1,21000,סיסאייד
7964,Software Engineer,2018-01-23,3,15300,אמדוקס
7965,Software Engineer,2018-01-23,1,20000,רדקיקס
7966,Linux,2018-01-23,3,6200,"צה""ל"
7967,Software Engineer,2018-01-23,11,30000,צ'קמרקס
7968,Software Engineer,2018-01-23,5,30000,הקסגון
7969,Software Engineer,2018-01-23,3,16700,אמדוקס
7970,Cyber Security,2018-01-23,2,21500,אינטל
7971,Database Administrator,2018-01-23,2,8000,סינטקמדיה
7972,Mobile Programmer,2018-01-23,2,17000,מובלין
7973,Java Programmer,2018-01-23,2,24000,אאוטבריין
7974,Java Programmer,2018-01-23,1,15000,אמדוקס
7975,.NET,2018-01-23,4,8000,גל הר
7976,Web Programmer,2018-01-22,6,28000,טראקס
7977,.NET,2018-01-22,4,21000,ורינט
7978,Cyber Security,2018-01-22,8,30000,אינטל
7979,Web Programmer,2018-01-22,2,23000,פאנאיה
7980,Java Programmer,2018-01-22,0,15000,אינטל
7981,C Programmer,2018-01-22,0,14000,אמדוקס
7982,Mobile Programmer,2018-01-22,2,17000,ביס תן
7983,C# Programmer,2018-01-22,1,18000,סאפ
7984,.NET,2018-01-22,5,20000,האוצר משרד
7985,Sysadmin Windows,2018-01-21,4,10000,נטוורקס אימפקט
7986,.NET,2018-01-21,0,13500,אינטל
7987,Software Engineer,2018-01-21,3,20500,מלאנוקס
7988,C Programmer,2018-01-21,11,29000,ECI
7989,Java Programmer,2018-01-21,8,22000,ויצמן מכון
7990,Java Programmer,2018-01-21,4,28000,הפניקס
7991,Web Programmer,2018-01-21,0,10000,ספקטורי
7992,Java Programmer,2018-01-21,0,10000,קומפיולאב
7993,C# Programmer,2018-01-21,0,19000,נייס
7994,C# Programmer,2018-01-21,6,21000,מטיריאלס אפלייד
7995,Java Programmer,2018-01-21,2,21000,קרדורקס
7996,Java Programmer,2018-01-21,4,21000,שורקומפ
7997,C Programmer,2018-01-21,2,27000,אינפינידט
7998,Java Programmer,2018-01-21,0,10000,רדוור
7999,Java Programmer,2018-01-21,5,30000,מטומי
8000,Java Programmer,2018-01-21,11,30000,רויטרס תומסון
8001,Web Programmer,2018-01-21,0,6000,אינטל
8002,C Programmer,2018-01-21,8,28000,סנדיסק
8003,Software Engineer,2018-01-21,2,20000,טייקי
8004,Cyber Security,2018-01-21,2,9500,"צה""ל"
8005,Software Engineer,2018-01-18,4,22000,קומברס
8006,Database Administrator,2018-01-18,6,20000,סיזמק
8007,C Programmer,2018-01-18,11,35000,סנדיסק
8008,C# Programmer,2018-01-18,6,22000,מערכות אלביט
8009,Sysadmin Windows,2018-01-18,4,19500,זרטו
8010,Sysadmin Windows,2018-01-18,3,14000,dbMotion
8011,C# Programmer,2018-01-18,2,22000,מערכות אלביט
8012,Software Engineer,2018-01-17,11,28000,טי. אנד איי.טי.
8013,C# Programmer,2018-01-17,5,20500,SQLink
8014,Team Leader,2018-01-17,11,20000,לינווייט
8015,Cyber Security,2018-01-17,5,28000,ישיר מימון
8016,Software Engineer,2018-01-17,7,22000,סייברארק
8017,.NET,2018-01-17,3,9000,סינטקמדיה
8018,Software Engineer,2018-01-17,11,45000,גוגל
8019,DevOps,2018-01-17,0,8000,קפריזה
8020,Web Programmer,2018-01-17,3,8000,וויזגרופ
8021,C# Programmer,2018-01-17,4,25000,Communications Allot
8022,Cyber Security,2018-01-17,5,18500,מחשבים תקשורת בינת
8023,C# Programmer,2018-01-17,6,8000,גלובל מטריקס
8024,C# Programmer,2018-01-17,3,10000,קלורן
8025,C# Programmer,2018-01-16,7,25000,אפ סטארט
8026,C# Programmer,2018-01-16,1,18000,צ'קפוינט
8027,Web Programmer,2018-01-16,4,16000,אקטימייז נייס
8028,Mobile Programmer,2018-01-16,6,25000,אפ סטארט
8029,Software Engineer,2018-01-16,5,17000,מוביליקום
8030,Software Student,2018-01-15,0,7000,אינטל
8031,Software Engineer,2018-01-15,8,25000,סאפיאנס
8032,Java Programmer,2018-01-14,4,28000,טאבולה
8033,Software Engineer,2018-01-14,1,22000,EMC
8034,Java Programmer,2018-01-14,3,24500,נייס
8035,C# Programmer,2018-01-14,1,14000,אן.סי.אר
